  ilv   flv            5K           10K           20K           30K           50K           80K          100K          150K          200K          300K
   59     6    5.9703E-13    3.4312E-13    2.0344E-13    1.6209E-13    1.3956E-13    1.4265E-13    1.5173E-13    1.8131E-13    2.1403E-13    2.8363E-13
   59     7    6.4054E-13    4.0728E-13    2.6781E-13    2.2087E-13    1.8667E-13    1.7599E-13    1.7828E-13    1.9449E-13    2.1331E-13    2.4342E-13
   59     8    1.3202E-12    9.0674E-13    6.6031E-13    5.9311E-13    5.6384E-13    5.7045E-13    5.8273E-13    6.2393E-13    6.7270E-13    7.7759E-13
   59     9    8.5564E-13    5.4357E-13    3.6357E-13    3.0954E-13    2.8316E-13    2.9738E-13    3.1809E-13    3.7952E-13    4.4024E-13    5.4468E-13
   59    10    7.9393E-13    4.4385E-13    2.4327E-13    1.8162E-13    1.4721E-13    1.5061E-13    1.6219E-13    1.9591E-13    2.2746E-13    2.8149E-13
   59    11    1.8982E-12    1.3322E-12    9.3888E-13    7.9911E-13    7.0799E-13    7.0381E-13    7.2937E-13    8.2064E-13    9.1865E-13    1.1020E-12
   59    12    1.8295E-12    1.3872E-12    1.0564E-12    9.4586E-13    8.9739E-13    9.4027E-13    9.8952E-13    1.1256E-12    1.2591E-12    1.5044E-12
   59    13    1.0922E-12    6.3667E-13    3.8528E-13    3.0888E-13    2.5783E-13    2.3869E-13    2.3664E-13    2.4322E-13    2.5510E-13    2.7943E-13
   59    14    9.4180E-13    5.1180E-13    2.8570E-13    2.3422E-13    2.3535E-13    2.8341E-13    3.1638E-13    3.8506E-13    4.3648E-13    5.0737E-13
   59    15    9.5942E-13    5.5892E-13    3.2330E-13    2.5032E-13    2.0628E-13    1.9955E-13    2.0521E-13    2.2688E-13    2.4887E-13    2.8557E-13
   59    16    1.5019E-12    9.4911E-13    6.2194E-13    5.3149E-13    5.0809E-13    5.6641E-13    6.2038E-13    7.6588E-13    9.1247E-13    1.2002E-12
   59    17    1.4228E-12    8.3262E-13    5.2587E-13    4.7510E-13    5.1882E-13    6.3502E-13    7.0769E-13    8.5891E-13    9.7505E-13    1.1376E-12
   59    18    2.1655E-12    1.2342E-12    6.9009E-13    5.2141E-13    4.1388E-13    3.8256E-13    3.8387E-13    4.0825E-13    4.4091E-13    5.0466E-13
   59    19    1.2428E-12    7.5033E-13    4.6367E-13    3.8458E-13    3.6073E-13    3.9983E-13    4.3548E-13    5.2214E-13    5.9487E-13    6.9996E-13
   59    20    1.7104E-12    1.0500E-12    6.2670E-13    4.8854E-13    3.9698E-13    3.6570E-13    3.6228E-13    3.6800E-13    3.7837E-13    3.9846E-13
   59    21    1.9941E-12    1.1960E-12    7.0655E-13    5.5208E-13    4.6188E-13    4.5636E-13    4.7623E-13    5.5096E-13    6.3784E-13    8.1767E-13
   59    22    3.0437E-12    2.3783E-12    1.8412E-12    1.6511E-12    1.5281E-12    1.4864E-12    1.4815E-12    1.4934E-12    1.5199E-12    1.5862E-12
   59    23    1.8600E-12    1.1860E-12    7.3337E-13    5.8291E-13    4.9663E-13    5.1007E-13    5.4645E-13    6.5484E-13    7.5553E-13    9.1145E-13
   59    24    2.1283E-12    1.4681E-12    1.0658E-12    9.6947E-13    9.6795E-13    1.0482E-12    1.1069E-12    1.2490E-12    1.3829E-12    1.6302E-12
   59    25    1.6153E-12    9.4949E-13    5.1050E-13    3.6082E-13    2.5588E-13    2.1326E-13    2.0513E-13    2.0683E-13    2.2233E-13    2.7434E-13
   59    26    3.3429E-12    2.6289E-12    2.1003E-12    1.9348E-12    1.8644E-12    1.8916E-12    1.9242E-12    2.0043E-12    2.0735E-12    2.1851E-12
   59    27    4.8074E-12    3.7803E-12    2.7398E-12    2.2432E-12    1.7725E-12    1.4887E-12    1.4046E-12    1.3455E-12    1.3955E-12    1.6720E-12
   59    28    6.4637E-13    3.8756E-13    2.2895E-13    1.7950E-13    1.5026E-13    1.4616E-13    1.5078E-13    1.7206E-13    2.0072E-13    2.7177E-13
   59    29    7.6477E-13    4.7557E-13    2.8212E-13    2.1433E-13    1.6542E-13    1.4749E-13    1.4686E-13    1.5876E-13    1.7866E-13    2.2931E-13
   59    30    2.3447E-12    1.5389E-12    1.0011E-12    8.5171E-13    8.1113E-13    8.9030E-13    9.6471E-13    1.1743E-12    1.4032E-12    1.9104E-12
   59    31    1.6379E-12    1.0647E-12    7.0628E-13    6.1482E-13    6.0457E-13    6.6657E-13    7.1088E-13    8.0609E-13    8.8149E-13    9.9481E-13
   59    32    4.1585E-12    2.9843E-12    2.0769E-12    1.6995E-12    1.3827E-12    1.2377E-12    1.2182E-12    1.2732E-12    1.4008E-12    1.7827E-12
   59    33    4.3641E-12    3.4083E-12    2.4676E-12    2.0530E-12    1.7434E-12    1.6705E-12    1.7023E-12    1.8529E-12    2.0186E-12    2.3126E-12
   59    34    2.8976E-12    1.9139E-12    1.1965E-12    9.4973E-13    7.9020E-13    7.4695E-13    7.5033E-13    7.8574E-13    8.2989E-13    9.1432E-13
   59    35    1.0769E-12    6.8044E-13    4.0277E-13    3.0509E-13    2.3955E-13    2.2614E-13    2.3382E-13    2.6951E-13    3.1243E-13    4.0598E-13
   59    36    9.0161E-13    5.6949E-13    3.5220E-13    2.7961E-13    2.3401E-13    2.3117E-13    2.4324E-13    2.8807E-13    3.3659E-13    4.2353E-13
   59    37    2.4421E-12    1.6318E-12    9.8812E-13    7.4711E-13    5.7898E-13    5.3326E-13    5.4204E-13    6.0309E-13    6.8126E-13    8.4556E-13
   59    38    1.1191E-12    7.2625E-13    4.4989E-13    3.5727E-13    3.0465E-13    3.1146E-13    3.3291E-13    4.0128E-13    4.7023E-13    5.8925E-13
   59    39    1.3304E-12    9.4572E-13    6.4664E-13    5.4379E-13    5.0232E-13    5.5077E-13    6.0078E-13    7.3016E-13    8.4717E-13    1.0386E-12
   59    40    2.8621E-12    2.0858E-12    1.5215E-12    1.3493E-12    1.2727E-12    1.2829E-12    1.3012E-12    1.3496E-12    1.3989E-12    1.5003E-12
   59    41    3.7872E-12    3.0390E-12    2.4800E-12    2.2999E-12    2.2299E-12    2.2849E-12    2.3428E-12    2.4895E-12    2.6176E-12    2.8144E-12
   59    42    9.0354E-12    1.0986E-11    1.2907E-11    1.4198E-11    1.6091E-11    1.8025E-11    1.9008E-11    2.0943E-11    2.2475E-11    2.4913E-11
   59    43    2.1921E-12    1.5458E-12    9.9591E-13    7.8358E-13    6.4034E-13    6.1346E-13    6.2942E-13    6.9465E-13    7.6103E-13    8.6773E-13
   59    44    1.3960E-12    1.0457E-12    7.6038E-13    6.7419E-13    6.6148E-13    7.3338E-13    7.9224E-13    9.3820E-13    1.0734E-12    1.3138E-12
   59    45    1.1396E-12    7.7787E-13    4.9879E-13    4.0185E-13    3.4596E-13    3.4908E-13    3.6724E-13    4.2706E-13    4.8889E-13    5.9722E-13
   59    46    5.5353E-12    4.2345E-12    3.0589E-12    2.6321E-12    2.4128E-12    2.5018E-12    2.6445E-12    3.0998E-12    3.6139E-12    4.7244E-12
   59    47    8.2469E-12    6.9118E-12    5.7520E-12    5.3795E-12    5.2921E-12    5.5503E-12    5.7795E-12    6.3727E-12    6.9362E-12    7.9380E-12
   59    48    5.7594E-12    5.5784E-12    5.2776E-12    5.2131E-12    5.3739E-12    5.7046E-12    5.8965E-12    6.2780E-12    6.5725E-12    7.0235E-12
   59    49    1.4334E-12    1.0111E-12    6.2810E-13    4.8562E-13    3.9865E-13    3.9148E-13    4.0765E-13    4.6813E-13    5.3975E-13    7.0081E-13
   59    50    4.2385E-13    3.4138E-13    2.4635E-13    2.1131E-13    1.9580E-13    2.0591E-13    2.1772E-13    2.5039E-13    2.8288E-13    3.4351E-13
   59    51    4.2424E-13    3.2863E-13    2.2307E-13    1.8376E-13    1.6582E-13    1.7853E-13    1.9404E-13    2.4103E-13    2.9635E-13    4.3918E-13
   59    52    4.8124E-12    4.2167E-12    3.5885E-12    3.3670E-12    3.3092E-12    3.4255E-12    3.5190E-12    3.7367E-12    3.9296E-12    4.2657E-12
   59    53    1.3231E-12    9.6251E-13    6.3680E-13    5.1286E-13    4.3399E-13    4.2642E-13    4.4227E-13    5.0203E-13    5.6715E-13    6.8372E-13
   59    54    1.8333E-12    1.5001E-12    1.1581E-12    1.0372E-12    9.9685E-13    1.0522E-12    1.1035E-12    1.2328E-12    1.3500E-12    1.5427E-12
   59    55    4.5844E-13    3.8335E-13    2.7115E-13    2.2174E-13    1.8951E-13    1.8946E-13    2.0006E-13    2.4112E-13    2.9133E-13    4.0024E-13
   59    56    4.6978E-13    4.1230E-13    3.1468E-13    2.7307E-13    2.5173E-13    2.6223E-13    2.7631E-13    3.1553E-13    3.5457E-13    4.3195E-13
   59    57    3.6649E-12    3.1457E-12    2.5168E-12    2.2874E-12    2.1952E-12    2.2644E-12    2.3359E-12    2.5152E-12    2.6720E-12    2.9160E-12
   59    58    2.1455E-12    1.8303E-12    1.3509E-12    1.1383E-12    1.0071E-12    1.0312E-12    1.0901E-12    1.2685E-12    1.4442E-12    1.7502E-12
   60     1    1.6625E-13    1.0565E-13    7.5472E-14    6.6995E-14    6.1827E-14    6.2297E-14    6.4969E-14    7.5395E-14    8.8637E-14    1.2094E-13
   60     2    5.2306E-13    3.3113E-13    2.1468E-13    1.7508E-13    1.4297E-13    1.2417E-13    1.1846E-13    1.1489E-13    1.1976E-13    1.4357E-13
   60     3    6.3883E-13    3.7741E-13    2.5079E-13    2.2370E-13    2.1812E-13    2.3025E-13    2.4247E-13    2.8381E-13    3.3965E-13    4.9949E-13
   60     4    3.3498E-13    1.8057E-13    1.1162E-13    1.0328E-13    1.1683E-13    1.4369E-13    1.5892E-13    1.9009E-13    2.1766E-13    2.7556E-13
   60     5    2.7724E-13    1.4193E-13    7.0574E-14    5.0554E-14    3.9575E-14    3.7909E-14    3.8931E-14    4.3409E-14    4.9222E-14    6.4109E-14
   60     6    8.6042E-13    4.5762E-13    2.3662E-13    1.6664E-13    1.1689E-13    9.6646E-14    9.3753E-14    9.8780E-14    1.1143E-13    1.4951E-13
   60     7    4.7703E-13    2.6795E-13    1.7214E-13    1.5964E-13    1.7794E-13    2.1829E-13    2.4310E-13    2.9723E-13    3.4536E-13    4.3707E-13
   60     8    1.2266E-12    7.5250E-13    4.6596E-13    3.6909E-13    2.9562E-13    2.6468E-13    2.6252E-13    2.8359E-13    3.2393E-13    4.3942E-13
   60     9    1.3349E-12    8.1531E-13    5.3164E-13    4.7846E-13    5.0710E-13    5.9987E-13    6.5727E-13    7.7045E-13    8.5118E-13    9.5883E-13
   60    10    7.0115E-13    3.9223E-13    2.1753E-13    1.6633E-13    1.3770E-13    1.3510E-13    1.4003E-13    1.5953E-13    1.8370E-13    2.3973E-13
   60    11    1.2872E-12    8.6335E-13    6.0442E-13    5.2667E-13    4.9079E-13    5.1940E-13    5.5855E-13    6.8188E-13    8.1628E-13    1.0851E-12
   60    12    2.4649E-12    1.6013E-12    1.0275E-12    8.5244E-13    7.5562E-13    7.3848E-13    7.4441E-13    7.7536E-13    8.1862E-13    9.2994E-13
   60    13    5.8639E-13    3.5933E-13    2.2251E-13    1.7630E-13    1.4145E-13    1.2566E-13    1.2332E-13    1.2863E-13    1.4063E-13    1.7049E-13
   60    14    6.8276E-13    4.6448E-13    3.4348E-13    3.1167E-13    2.9352E-13    2.8449E-13    2.8290E-13    2.9186E-13    3.1303E-13    3.6913E-13
   60    15    1.0710E-12    6.5420E-13    4.2259E-13    3.7364E-13    3.8579E-13    4.4981E-13    4.9277E-13    5.8702E-13    6.6515E-13    7.8846E-13
   60    16    2.6145E-12    1.9866E-12    1.5248E-12    1.3726E-12    1.3280E-12    1.4462E-12    1.5577E-12    1.8480E-12    2.1176E-12    2.5779E-12
   60    17    8.4140E-13    5.6265E-13    3.9373E-13    3.4045E-13    3.0632E-13    2.9750E-13    3.0044E-13    3.2011E-13    3.4707E-13    4.0433E-13
   60    18    9.2311E-13    5.4136E-13    3.1101E-13    2.3431E-13    1.8124E-13    1.6481E-13    1.6662E-13    1.8528E-13    2.0993E-13    2.5934E-13
   60    19    3.9993E-12    3.2349E-12    2.5436E-12    2.3040E-12    2.1554E-12    2.1089E-12    2.1086E-12    2.1479E-12    2.2122E-12    2.3543E-12
   60    20    1.6147E-12    1.0218E-12    6.5647E-13    5.4837E-13    4.9117E-13    4.8616E-13    4.9415E-13    5.2353E-13    5.5766E-13    6.3126E-13
   60    21    1.0070E-12    5.9177E-13    3.4474E-13    2.6969E-13    2.3041E-13    2.3898E-13    2.5792E-13    3.1882E-13    3.8322E-13    5.0301E-13
   60    22    1.1763E-12    7.9536E-13    5.5011E-13    4.6733E-13    4.1054E-13    3.9669E-13    4.0428E-13    4.4564E-13    4.9722E-13    5.9711E-13
   60    23    1.4985E-12    9.9232E-13    6.9248E-13    6.2150E-13    6.3345E-13    7.3334E-13    8.0614E-13    9.6868E-13    1.0972E-12    1.2755E-12
   60    24    5.9200E-12    4.6635E-12    3.4276E-12    2.8232E-12    2.2357E-12    1.8730E-12    1.7628E-12    1.6704E-12    1.6953E-12    1.8789E-12
   60    25    1.9471E-12    1.2687E-12    8.3977E-13    7.2165E-13    6.9186E-13    7.5469E-13    8.0860E-13    9.4086E-13    1.0597E-12    1.2600E-12
   60    26    1.4874E-12    9.5862E-13    6.3275E-13    5.3290E-13    4.8148E-13    4.9247E-13    5.1635E-13    5.9144E-13    6.6845E-13    8.0479E-13
   60    27    1.6367E-12    1.1446E-12    7.9338E-13    6.7221E-13    6.1198E-13    6.5095E-13    7.0097E-13    8.3924E-13    9.7184E-13    1.2107E-12
   60    28    5.8414E-13    3.6648E-13    2.4411E-13    2.1545E-13    2.1580E-13    2.4535E-13    2.6840E-13    3.2783E-13    3.9079E-13    5.4033E-13
   60    29    6.2806E-13    4.2779E-13    3.0848E-13    2.7864E-13    2.7384E-13    2.9077E-13    3.0391E-13    3.3656E-13    3.6940E-13    4.3913E-13
   60    30    2.7924E-12    2.2638E-12    1.9534E-12    1.9375E-12    2.0825E-12    2.3207E-12    2.4548E-12    2.7287E-12    2.9540E-12    3.3339E-12
   60    31    6.5919E-12    5.2125E-12    3.9934E-12    3.4680E-12    3.0460E-12    2.8707E-12    2.8549E-12    2.9352E-12    3.0733E-12    3.3656E-12
   60    32    2.3914E-12    1.9464E-12    1.5792E-12    1.4569E-12    1.4239E-12    1.5133E-12    1.5950E-12    1.8041E-12    1.9969E-12    2.3274E-12
   60    33    1.4446E-12    9.3479E-13    5.9143E-13    4.7746E-13    4.1490E-13    4.2855E-13    4.5683E-13    5.3888E-13    6.1693E-13    7.4974E-13
   60    34    2.8297E-12    1.9127E-12    1.2332E-12    9.9020E-13    8.2665E-13    7.8344E-13    7.9112E-13    8.4457E-13    9.1131E-13    1.0450E-12
   60    35    8.8722E-13    5.6312E-13    3.5643E-13    2.9226E-13    2.5837E-13    2.6164E-13    2.7279E-13    3.0830E-13    3.4617E-13    4.2080E-13
   60    36    8.2085E-13    5.1992E-13    3.3003E-13    2.7607E-13    2.5988E-13    2.8847E-13    3.1551E-13    3.8701E-13    4.5639E-13    5.8434E-13
   60    37    1.4628E-12    1.0038E-12    6.9280E-13    6.2670E-13    6.7347E-13    8.2220E-13    9.1398E-13    1.0848E-12    1.1893E-12    1.2876E-12
   60    38    1.0305E-12    6.5500E-13    3.9831E-13    3.1466E-13    2.7029E-13    2.7976E-13    2.9948E-13    3.6064E-13    4.2750E-13    5.7337E-13
   60    39    1.1405E-12    7.6262E-13    5.0099E-13    4.1467E-13    3.6551E-13    3.6325E-13    3.7309E-13    4.0650E-13    4.4281E-13    5.1641E-13
   60    40    1.1174E-11    1.2179E-11    1.3602E-11    1.4732E-11    1.6451E-11    1.8227E-11    1.9147E-11    2.0990E-11    2.2463E-11    2.4806E-11
   60    41    1.4825E-12    9.9980E-13    6.5680E-13    5.4673E-13    5.0085E-13    5.3649E-13    5.7498E-13    6.7310E-13    7.5984E-13    8.9779E-13
   60    42    2.1620E-12    1.6398E-12    1.2544E-12    1.1501E-12    1.1468E-12    1.2382E-12    1.3044E-12    1.4566E-12    1.5906E-12    1.8198E-12
   60    43    2.1297E-12    1.5859E-12    1.1238E-12    9.7154E-13    9.1596E-13    9.7873E-13    1.0407E-12    1.1998E-12    1.3447E-12    1.5834E-12
   60    44    1.2895E-12    9.1412E-13    6.1464E-13    5.0785E-13    4.4106E-13    4.3250E-13    4.4362E-13    4.8790E-13    5.3860E-13    6.3915E-13
   60    45    1.1767E-12    8.3168E-13    5.4649E-13    4.4478E-13    3.8863E-13    4.0246E-13    4.3019E-13    5.1618E-13    6.0777E-13    7.9242E-13
   60    46    2.2136E-12    1.9488E-12    1.7120E-12    1.6508E-12    1.6562E-12    1.6887E-12    1.6991E-12    1.7039E-12    1.7010E-12    1.6982E-12
   60    47    1.5797E-12    1.2511E-12    9.9108E-13    9.2685E-13    9.5548E-13    1.0727E-12    1.1523E-12    1.3315E-12    1.4871E-12    1.7546E-12
   60    48    1.2781E-12    9.2723E-13    6.1611E-13    5.0326E-13    4.4329E-13    4.5610E-13    4.8025E-13    5.5050E-13    6.2481E-13    7.8772E-13
   60    49    9.3256E-12    8.1065E-12    7.2162E-12    7.0098E-12    7.1224E-12    7.4912E-12    7.7341E-12    8.2735E-12    8.7231E-12    9.4167E-12
   60    50    8.3972E-13    6.7575E-13    4.9866E-13    4.1897E-13    3.4874E-13    3.0634E-13    2.9210E-13    2.7619E-13    2.7362E-13    2.8335E-13
   60    51    8.4355E-13    6.8060E-13    5.0933E-13    4.3419E-13    3.7009E-13    3.3326E-13    3.2163E-13    3.1039E-13    3.1121E-13    3.2642E-13
   60    52    2.8195E-12    2.3980E-12    1.7614E-12    1.4566E-12    1.2195E-12    1.1564E-12    1.1790E-12    1.3111E-12    1.4870E-12    1.9003E-12
   60    53    1.5078E-12    1.1115E-12    7.3718E-13    5.8702E-13    4.8491E-13    4.7098E-13    4.8988E-13    5.6594E-13    6.5278E-13    8.2385E-13
   60    54    1.3417E-12    9.6465E-13    6.2078E-13    4.8857E-13    4.0734E-13    4.1314E-13    4.4211E-13    5.3801E-13    6.4043E-13    8.3640E-13
   60    55    8.3775E-13    7.0419E-13    5.2667E-13    4.4214E-13    3.6895E-13    3.3091E-13    3.2149E-13    3.1940E-13    3.3285E-13    3.8495E-13
   60    56    8.1076E-13    6.7235E-13    4.9297E-13    4.0860E-13    3.3767E-13    3.0495E-13    2.9928E-13    3.0495E-13    3.2233E-13    3.6865E-13
   60    57    1.1671E-12    9.7327E-13    7.3164E-13    6.4451E-13    6.1776E-13    6.6179E-13    6.9908E-13    7.8507E-13    8.5697E-13    9.7100E-13
   60    58    1.0305E-12    7.7531E-13    4.6375E-13    3.2996E-13    2.3717E-13    2.2242E-13    2.3507E-13    2.8165E-13    3.2802E-13    4.0841E-13
   60    59    1.7744E-12    1.5199E-12    1.1567E-12    9.9597E-13    8.8499E-13    8.6307E-13    8.7501E-13    9.2939E-13    9.9287E-13    1.1185E-12
   61     1    2.3723E-13    1.6352E-13    1.1461E-13    9.8084E-14    8.7836E-14    8.6760E-14    8.8258E-14    9.2739E-14    9.6352E-14    1.0075E-13
   61     2    5.5207E-13    3.7081E-13    2.5213E-13    2.1166E-13    1.8838E-13    1.9451E-13    2.0684E-13    2.4556E-13    2.8827E-13    3.8193E-13
   61     3    7.0279E-13    4.8295E-13    3.4146E-13    2.9505E-13    2.6790E-13    2.7077E-13    2.8075E-13    3.0948E-13    3.3338E-13    3.6106E-13
   61     4    3.7615E-13    2.6091E-13    2.0102E-13    1.8758E-13    1.8655E-13    2.0167E-13    2.1540E-13    2.5099E-13    2.8218E-13    3.2766E-13
   61     5    2.8809E-13    1.8362E-13    1.2413E-13    1.0616E-13    9.5760E-14    9.6200E-14    9.9511E-14    1.1059E-13    1.2371E-13    1.5780E-13
   61     6    7.7223E-13    5.5479E-13    4.2029E-13    3.7854E-13    3.5087E-13    3.4254E-13    3.4430E-13    3.5829E-13    3.7681E-13    4.1261E-13
   61     7    4.4032E-13    2.5953E-13    1.6927E-13    1.4701E-13    1.4188E-13    1.5951E-13    1.7658E-13    2.2274E-13    2.6678E-13    3.4423E-13
   61     8    1.1189E-12    8.2554E-13    6.5037E-13    6.0620E-13    5.9406E-13    6.0839E-13    6.1971E-13    6.4438E-13    6.6551E-13    7.0464E-13
   61     9    9.4038E-13    6.6388E-13    4.8268E-13    4.2569E-13    4.0229E-13    4.2920E-13    4.6015E-13    5.4935E-13    6.3731E-13    7.8672E-13
   61    10    6.6425E-13    3.8371E-13    2.2996E-13    1.8566E-13    1.6205E-13    1.6201E-13    1.6759E-13    1.8637E-13    2.0730E-13    2.5145E-13
   61    11    8.7605E-13    5.0855E-13    3.0356E-13    2.4234E-13    2.0565E-13    1.9902E-13    2.0315E-13    2.2264E-13    2.4719E-13    3.0121E-13
   61    12    1.0853E-12    7.4347E-13    5.5297E-13    5.1621E-13    5.4052E-13    6.2369E-13    6.8253E-13    8.2768E-13    9.7586E-13    1.3120E-12
   61    13    5.4883E-13    3.1233E-13    1.7591E-13    1.3057E-13    9.7154E-14    8.4448E-14    8.4105E-14    9.3072E-14    1.0744E-13    1.4153E-13
   61    14    5.3134E-13    3.2856E-13    2.0800E-13    1.6800E-13    1.3952E-13    1.3135E-13    1.3407E-13    1.5136E-13    1.7360E-13    2.1863E-13
   61    15    8.1708E-13    4.4087E-13    2.2826E-13    1.6052E-13    1.1576E-13    1.0536E-13    1.1026E-13    1.3796E-13    1.7572E-13    2.6626E-13
   61    16    1.2572E-12    7.8977E-13    5.1531E-13    4.3567E-13    3.9479E-13    3.9478E-13    4.0411E-13    4.3579E-13    4.7089E-13    5.4152E-13
   61    17    6.9273E-13    4.2770E-13    2.6915E-13    2.1699E-13    1.8748E-13    1.9855E-13    2.1826E-13    2.7734E-13    3.3452E-13    4.3025E-13
   61    18    1.1149E-12    7.5866E-13    5.2853E-13    4.5978E-13    4.3819E-13    4.7668E-13    5.1334E-13    6.0961E-13    7.0180E-13    8.6968E-13
   61    19    1.2991E-12    8.0814E-13    5.2226E-13    4.4389E-13    4.2897E-13    4.9676E-13    5.5616E-13    7.0522E-13    8.3864E-13    1.0578E-12
   61    20    1.3182E-12    8.2707E-13    5.3790E-13    4.4971E-13    3.9791E-13    3.9032E-13    3.9763E-13    4.3016E-13    4.7299E-13    5.7935E-13
   61    21    1.1817E-12    7.5265E-13    4.9040E-13    4.1237E-13    3.8059E-13    4.0700E-13    4.3745E-13    5.2476E-13    6.1465E-13    7.8824E-13
